fips,pollutant,year,pred_wght,state_abbr,lat,lon
49025,o3,2005,57.4381743719298,UT,37.1148368701754,-112.425845052632
49027,o3,2005,58.9273305446693,UT,39.2146051027753,-112.495065344317
49029,o3,2005,59.8409986482205,UT,41.073209483578,-111.718139613476
49031,o3,2005,59.3359039203085,UT,38.2884787917738,-112.208066195373
49033,o3,2005,59.6017581272085,UT,41.7668911219081,-111.279030477032
49035,o3,2005,55.9803478771045,UT,40.6463220871068,-111.922750444566
49037,o3,2005,55.3145878136444,UT,37.5238815271938,-109.520258849858
49039,o3,2005,59.4511548055496,UT,39.3805494536698,-111.60655510028
49041,o3,2005,58.0686694500529,UT,38.7747415152389,-112.041913902509
49043,o3,2005,60.9662849878868,UT,40.7278118957163,-111.47074911904
49045,o3,2005,58.2605403277337,UT,40.5607820553781,-112.379282575836
49047,o3,2005,56.5468598226341,UT,40.4264818982448,-109.597110807659
49049,o3,2005,56.0108989521144,UT,40.2723486568944,-111.731664994076
49051,o3,2005,60.4014628941776,UT,40.5056975478113,-111.412290182745
49053,o3,2005,57.8742829460956,UT,37.1351630409441,-113.51971034283
49055,o3,2005,61.2404412526998,UT,38.3616346652268,-111.467329013679
49057,o3,2005,56.3038167538792,UT,41.2246134542199,-111.990295654656
49001,o3,2006,59.2127637652738,UT,38.2997093980993,-112.776410318298
49003,o3,2006,58.5109647483742,UT,41.5910270435218,-112.099936388194
49005,o3,2006,56.8976970689533,UT,41.7443369753941,-111.840606368059
49007,o3,2006,58.8678191702098,UT,39.6016290379853,-110.777271924497
49009,o3,2006,56.2591974504249,UT,40.9678584513692,-109.646155807365
49011,o3,2006,59.5270325683,UT,41.0195707346996,-111.958836533661
49013,o3,2006,56.4692746063309,UT,40.2894083194497,-110.16534938464
49015,o3,2006,60.6885695973032,UT,39.2160518586006,-110.9253240707
49017,o3,2006,58.497671287703,UT,37.761851450116,-112.088923433875
49019,o3,2006,55.8280435338753,UT,38.569099598916,-109.530232411924
49021,o3,2006,58.9917400060655,UT,37.7091593852219,-113.073797045253
49023,o3,2006,60.802384267031,UT,39.7503682119852,-111.894820124927
49025,o3,2006,57.6254730807018,UT,37.1148368701754,-112.425845052632
49027,o3,2006,59.3061633447972,UT,39.2146051027753,-112.495065344317
49029,o3,2006,59.9122828704193,UT,41.073209483578,-111.718139613476
49031,o3,2006,59.8667638174807,UT,38.2884787917738,-112.208066195373
49033,o3,2006,59.3295674028269,UT,41.7668911219081,-111.279030477032
49035,o3,2006,58.8464224530547,UT,40.6463220871068,-111.922750444566
